test,station,p_MPa,G_kg_m2s,U_V,I_A,qw_kW_m2,Tin_C,dp_bar,Two_C,Twi_C,hb_kJ_kg,Tb_C,alpha_W_m2K,unc_qw_W_m2,unc_Two_C,unc_hb_J_kg,unc_alpha_W_m2K,rho_b,mu_b_uPa_s,lam_b_mWmK,cp_b,Pr_b,rho_w,mu_w_uPa_s,lam_w_mWmK,Re_b,Nu_meas,ratio_rho_w_b,ratio_mu_w_b,ratio_lam_w_b,T_pc_C,dT_b_to_pc_K,abs_dT_pc_K,near_pc,hb_coolprop_kJkg,hb_residual_kJkg
T5,9,10,633.7,7.8,7.7,13.7,30.1,0.27,48.07,47.93,338.91,43.83,3329.71,19.31,0.50,18.36,284.24,532.107,38.2293,68.0358,7839.16,4.40482,423.135,30.0999,59.1225,14587.15,43.0677,0.79521,0.78735,0.86899,45.01,-1.180,1.180,True,338.891,0.019
T5,10,10,633.7,7.8,7.7,13.7,30.1,0.27,49.35,49.21,346.40,44.77,3078.32,19.31,0.50,18.36,242.94,504.873,35.9636,66.5350,8071.12,4.36261,397.786,28.5571,55.8479,15506.14,40.7142,0.78789,0.79406,0.83938,45.01,-0.240,0.240,True,346.392,0.008
T5,11,10,633.7,7.8,7.7,13.7,30.1,0.27,51.11,50.97,353.90,45.70,2593.82,19.31,0.50,18.36,172.50,478.523,33.9228,64.6374,8006.32,4.20185,369.729,27.0019,51.8885,16438.96,35.3133,0.77265,0.79598,0.80276,45.01,0.690,0.690,True,353.890,0.010
T5,12,10,633.7,7.8,7.7,13.7,30.1,0.27,53.02,52.88,361.39,46.65,2194.30,19.31,0.50,18.36,123.46,453.303,32.1048,62.4210,7706.66,3.96374,345.915,25.8107,48.3985,17369.86,30.9348,0.76310,0.80395,0.77536,45.01,1.640,1.640,True,361.368,0.022
T5,13,10,633.7,7.8,7.7,13.7,30.1,0.27,54.82,54.68,368.88,47.66,1944.95,19.31,0.50,18.36,97.01,429.094,30.4814,59.8319,7183.41,3.65959,327.923,24.9925,45.7592,18294.99,28.6061,0.76422,0.81993,0.76480,45.01,2.650,2.650,True,368.901,-0.021
T5,14,10,633.7,7.8,7.7,13.7,30.1,0.27,55.73,55.59,376.38,48.75,1995.51,19.31,0.50,18.36,102.11,406.362,29.0645,56.9967,6523.18,3.32639,320.059,24.6581,44.6209,19186.82,30.8096,0.78762,0.84839,0.78287,45.01,3.740,3.740,True,376.373,0.007
T5,15,10,633.7,7.8,7.7,13.7,30.1,0.27,56.50,56.36,383.87,49.97,2135.22,19.31,0.50,18.36,116.91,384.811,27.8178,54.0484,5823.72,2.99737,313.931,24.4076,43.7450,20046.72,34.7650,0.81581,0.87741,0.80937,45.01,4.960,4.960,True,383.896,-0.026
T5,16,10,633.7,7.8,7.7,13.7,30.1,0.27,57.68,57.54,391.37,51.33,2200.92,19.31,0.50,18.36,124.21,364.783,26.7446,51.1690,5162.69,2.69839,305.344,24.0720,42.5390,20851.17,37.8512,0.83706,0.90007,0.83134,45.01,6.320,6.320,False,391.352,0.018
T5,17,10,633.7,7.8,7.7,13.7,30.1,0.27,58.62,58.48,398.86,52.88,2436.64,19.31,0.50,18.36,152.23,345.915,25.8107,48.3985,4559.56,2.43159,299.102,23.8396,41.6814,21605.65,44.3039,0.86467,0.92364,0.86121,45.01,7.870,7.870,False,398.868,-0.008
T5,18,10,633.7,7.8,7.7,13.7,30.1,0.27,59.52,59.38,406.36,54.63,2872.52,19.31,0.50,18.36,211.55,328.377,25.0123,45.8253,4031.91,2.20069,293.555,23.6416,40.9352,22295.30,55.1621,0.89396,0.94520,0.89329,45.01,9.620,9.620,False,406.365,-0.005
T5,19,10,633.7,7.8,7.7,13.7,30.1,0.27,61.38,61.24,413.85,56.60,2942.35,19.31,0.50,18.36,221.96,312.110,24.3349,43.4870,3580.13,2.00341,283.214,23.2947,39.5902,22915.88,59.5412,0.90742,0.95725,0.91039,45.01,11.590,11.590,False,413.842,0.008
T5,20,10,633.7,7.8,7.7,13.7,30.1,0.27,63.57,63.43,421.34,58.82,2961.23,19.31,0.50,18.36,224.82,296.960,23.7622,41.3914,3197.00,1.83535,272.612,22.9705,38.2835,23468.17,62.9571,0.91801,0.96668,0.92491,45.01,13.810,13.810,False,421.344,-0.004
T6,1,15,658.5,6.5,6.4,9.4,20.1,0.20,26.26,26.16,240.26,21.51,2025.23,13.32,0.50,13.78,217.81,895.846,91.6412,103.7907,2267.67,2.00222,869.824,85.5399,99.1235,6323.36,17.1711,0.97095,0.93342,0.95503,64.33,-42.820,42.820,False,240.249,0.011
T6,2,15,658.5,6.5,6.4,9.4,20.1,0.20,29.51,29.41,245.88,23.97,1731.25,13.32,0.50,13.78,159.17,882.286,88.3840,101.3189,2305.72,2.01136,850.579,81.4040,95.8729,6556.39,15.0367,0.96406,0.92103,0.94625,64.33,-40.360,40.360,False,245.873,0.007
T6,3,15,658.5,6.5,6.4,9.4,20.1,0.20,33.20,33.10,251.51,26.39,1402.79,13.32,0.50,13.78,104.51,868.493,85.2440,98.8932,2347.33,2.02335,827.506,76.8128,92.1910,6797.90,12.4827,0.95281,0.90109,0.93223,64.33,-37.940,37.940,False,251.502,0.008
T6,4,15,658.5,6.5,6.4,9.4,20.1,0.20,35.37,35.28,257.13,28.77,1446.33,13.32,0.50,13.78,111.10,854.444,82.2111,96.5124,2392.68,2.03813,813.192,74.1447,90.0200,7048.68,13.1876,0.95172,0.90188,0.93273,64.33,-35.560,35.560,False,257.142,-0.012
T6,5,15,658.5,6.5,6.4,9.4,20.1,0.20,38.20,38.10,262.76,31.09,1344.14,13.32,0.50,13.78,95.95,840.246,79.3011,94.1956,2441.38,2.05534,793.842,70.7351,87.2176,7307.34,12.5573,0.94477,0.89198,0.92592,64.33,-33.240,33.240,False,262.749,0.011
T6,6,15,658.5,6.5,6.4,9.4,20.1,0.20,40.07,39.97,268.38,33.37,1427.55,13.32,0.50,13.78,108.23,825.762,76.4807,91.9219,2493.76,2.07486,780.452,68.4975,85.3646,7576.81,13.6664,0.94513,0.89562,0.92866,64.33,-30.960,30.960,False,268.374,0.006
T6,7,15,658.5,6.5,6.4,9.4,20.1,0.20,42.00,41.91,274.01,35.61,1494.63,13.32,0.50,13.78,118.64,810.978,73.7433,89.6916,2549.83,2.09644,766.052,66.1938,83.4485,7858.07,14.6644,0.94460,0.89762,0.93039,64.33,-28.720,28.720,False,274.022,-0.012
T6,8,15,658.5,6.5,6.4,9.4,20.1,0.20,43.78,43.68,279.64,37.79,1596.63,13.32,0.50,13.78,135.38,796.018,71.1078,87.5252,2609.16,2.11975,752.436,64.1067,81.7077,8149.32,16.0529,0.94525,0.90154,0.93353,64.33,-26.540,26.540,False,279.644,-0.004
T6,9,15,658.5,6.5,6.4,9.4,20.1,0.20,45.68,45.58,285.26,39.92,1661.56,13.32,0.50,13.78,146.62,780.816,68.5571,85.4140,2672.23,2.14485,737.282,61.8813,79.8489,8452.52,17.1186,0.94425,0.90262,0.93485,64.33,-24.410,24.410,False,285.268,-0.008
T6,10,15,658.5,6.5,6.4,9.4,20.1,0.20,47.80,47.71,290.89,42.00,1649.06,13.32,0.50,13.78,144.42,765.371,66.0874,83.3598,2739.32,2.17172,719.602,59.4055,77.7799,8768.39,17.4085,0.94020,0.89889,0.93306,64.33,-22.330,22.330,False,290.895,-0.005
T6,11,15,658.5,6.5,6.4,9.4,20.1,0.20,50.05,49.95,296.51,44.02,1588.54,13.32,0.50,13.78,134.01,749.766,63.7074,81.3743,2810.17,2.20006,700.196,56.8270,75.6249,9095.97,17.1788,0.93389,0.89200,0.92935,64.33,-20.310,20.310,False,296.499,0.011
T6,12,15,658.5,6.5,6.4,9.4,20.1,0.20,52.18,52.08,302.14,46.00,1548.14,13.32,0.50,13.78,127.28,733.855,61.3914,79.4396,2885.13,2.22964,680.978,54.4064,73.6004,9439.10,17.1497,0.92795,0.88622,0.92650,64.33,-18.330,18.330,False,302.136,0.004
T6,13,15,658.5,6.5,6.4,9.4,20.1,0.20,53.78,53.68,307.76,47.92,1636.53,13.32,0.50,13.78,142.23,717.818,59.1625,77.5769,2962.37,2.25919,666.075,52.6146,72.0994,9794.71,18.5641,0.92792,0.88932,0.92939,64.33,-16.410,16.410,False,307.749,0.011
T6,14,15,658.5,6.5,6.4,9.4,20.1,0.20,55.75,55.65,313.39,49.80,1608.71,13.32,0.50,13.78,137.44,701.521,56.9987,75.7685,3041.02,2.28768,647.227,50.4486,70.2795,10166.54,18.6841,0.92260,0.88508,0.92756,64.33,-14.530,14.530,False,313.392,-0.002
T6,15,15,658.5,6.5,6.4,9.4,20.1,0.20,57.68,57.58,319.02,51.63,1581.46,13.32,0.50,13.78,132.82,685.099,54.9148,74.0258,3118.71,2.31356,628.300,48.3803,68.5310,10552.35,18.8000,0.91709,0.88101,0.92577,64.33,-12.700,12.700,False,319.028,-0.008
T6,16,15,658.5,6.5,6.4,9.4,20.1,0.20,59.78,59.68,324.64,53.41,1501.38,13.32,0.50,13.78,119.71,668.617,52.9151,72.3513,3193.67,2.33573,607.315,46.2051,66.6681,10951.13,18.2611,0.90832,0.87319,0.92145,64.33,-10.920,10.920,False,324.647,-0.007
T6,17,15,658.5,6.5,6.4,9.4,20.1,0.20,61.30,61.21,330.27,55.15,1555.08,13.32,0.50,13.78,128.43,652.059,50.9936,70.7382,3264.89,2.35359,591.873,44.6801,65.3346,11363.78,19.3456,0.90770,0.87619,0.92361,64.33,-9.180,9.180,False,330.266,0.004
T6,18,15,658.5,6.5,6.4,9.4,20.1,0.20,62.42,62.33,335.89,56.86,1721.20,13.32,0.50,13.78,157.33,635.408,49.1449,69.1792,3331.26,2.36653,580.548,43.6009,64.3699,11791.25,21.8947,0.91366,0.88719,0.93048,64.33,-7.470,7.470,False,335.906,-0.016
T6,19,15,658.5,6.5,6.4,9.4,20.1,0.20,64.32,64.22,341.52,58.53,1654.92,13.32,0.50,13.78,145.45,618.848,47.3856,67.6833,3390.11,2.37344,561.520,41.8603,62.7631,12229.04,21.5168,0.90736,0.88340,0.92731,64.33,-5.800,5.800,False,341.520,0.000
T6,20,15,658.5,6.5,6.4,9.4,20.1,0.20,66.52,66.43,347.14,60.18,1506.71,13.32,0.50,13.78,120.57,602.277,45.7007,66.2302,3438.93,2.37296,539.643,39.9680,60.9207,12679.89,20.0196,0.89600,0.87456,0.91983,64.33,-4.150,4.150,True,347.155,-0.015
T7,1,15,658.5,9.1,9.0,18.5,19.8,0.24,31.02,30.83,244.89,23.54,2541.95,26.18,0.50,23.95,174.54,884.689,88.9483,101.7505,2298.77,2.00954,841.863,79.6251,94.4550,6514.79,21.9843,0.95159,0.89518,0.92830,64.33,-40.790,40.790,False,244.883,0.007
T7,2,15,658.5,9.1,9.0,18.5,19.8,0.24,36.45,36.26,254.67,27.73,2170.95,26.18,0.50,23.95,127.32,860.645,83.5301,97.5522,2372.30,2.03131,806.578,72.9547,89.0452,6937.38,19.5837,0.93718,0.87339,0.91280,64.33,-36.600,36.600,False,254.664,0.006
T7,3,15,658.5,9.1,9.0,18.5,19.8,0.24,42.18,41.99,264.45,31.78,1813.38,26.18,0.50,23.95,88.85,835.920,78.4437,93.5071,2456.75,2.06098,765.447,66.0992,83.3697,7387.21,17.0658,0.91569,0.84263,0.89159,64.33,-32.550,32.550,False,264.438,0.012
T7,4,15,658.5,9.1,9.0,18.5,19.8,0.24,46.32,46.12,274.23,35.69,1774.24,26.18,0.50,23.95,85.05,810.439,73.6461,89.6121,2551.92,2.09726,732.870,61.2516,79.3228,7868.44,17.4232,0.90429,0.83170,0.88518,64.33,-28.640,28.640,False,274.226,0.004
T7,5,15,658.5,9.1,9.0,18.5,19.8,0.24,48.92,48.73,284.01,39.45,1993.77,26.18,0.50,23.95,107.39,784.222,69.1180,85.8793,2657.85,2.13911,710.869,58.2278,76.7957,8383.93,20.4300,0.90646,0.84244,0.89423,64.33,-24.880,24.880,False,284.015,-0.005
T7,6,15,658.5,9.1,9.0,18.5,19.8,0.24,52.49,52.30,293.78,43.05,2001.21,26.18,0.50,23.95,108.20,757.336,64.8480,82.3264,2775.43,2.18619,678.952,54.1585,73.3929,8935.97,21.3912,0.89650,0.83516,0.89149,64.33,-21.280,21.280,False,293.790,-0.010
T7,7,15,658.5,9.1,9.0,18.5,19.8,0.24,56.06,55.87,303.56,46.49,1974.41,26.18,0.50,23.95,105.32,729.820,60.8210,78.9629,2904.46,2.23715,645.091,50.2099,70.0784,9527.63,22.0038,0.88390,0.82554,0.88749,64.33,-17.840,17.840,False,303.555,0.005
T7,8,15,658.5,9.1,9.0,18.5,19.8,0.24,58.90,58.71,313.34,49.78,2074.34,26.18,0.50,23.95,116.25,701.698,57.0216,75.7876,3040.17,2.28739,617.049,47.1990,67.5236,10162.46,24.0860,0.87937,0.82774,0.89096,64.33,-14.550,14.550,False,313.331,0.009
T7,9,15,658.5,9.1,9.0,18.5,19.8,0.24,61.96,61.77,323.12,52.93,2094.05,26.18,0.50,23.95,118.47,673.109,53.4513,72.8007,3173.60,2.33010,586.210,44.1363,64.8510,10841.28,25.3125,0.87090,0.82573,0.89080,64.33,-11.400,11.400,False,323.118,0.002
T7,10,15,658.5,9.1,9.0,18.5,19.8,0.24,65.38,65.19,332.90,55.95,2004.50,26.18,0.50,23.95,108.55,644.313,50.1233,70.0054,3296.52,2.36028,551.852,41.0099,61.9493,11561.09,25.1975,0.85650,0.81818,0.88492,64.33,-8.380,8.380,False,332.891,0.009
T7,11,15,658.5,9.1,9.0,18.5,19.8,0.24,68.53,68.34,342.68,58.87,1956.25,26.18,0.50,23.95,103.39,615.447,47.0337,67.3819,3401.06,2.37400,521.282,38.4672,59.3657,12320.52,25.5484,0.84700,0.81786,0.88103,64.33,-5.460,5.460,False,342.674,0.006
T7,12,15,658.5,9.1,9.0,18.5,19.8,0.24,71.65,71.46,352.46,61.71,1899.29,26.18,0.50,23.95,97.46,586.816,44.1942,64.9027,3472.38,2.36444,492.820,36.2941,56.9188,13112.13,25.7520,0.83982,0.82124,0.87699,64.33,-2.620,2.620,True,352.444,0.016
T7,13,15,658.5,9.1,9.0,18.5,19.8,0.24,75.34,75.15,362.24,64.52,1740.82,26.18,0.50,23.95,81.88,558.521,41.5941,62.5106,3495.62,2.32595,462.153,34.1574,54.2172,13931.80,24.5066,0.82746,0.82121,0.86733,64.33,0.190,0.190,True,362.246,-0.006
T7,14,15,658.5,9.1,9.0,18.5,19.8,0.24,79.14,78.95,372.02,67.32,1592.17,26.18,0.50,23.95,68.50,531.012,39.2528,60.1914,3465.03,2.25966,434.230,32.3953,51.7057,14762.79,23.2776,0.81774,0.82530,0.85902,64.33,2.990,2.990,True,372.004,0.016
T7,15,15,658.5,9.1,9.0,18.5,19.8,0.24,81.62,81.43,381.79,70.18,1645.16,26.18,0.50,23.95,73.14,504.239,37.1438,57.9070,3383.14,2.17008,417.942,31.4487,50.2292,15600.97,25.0011,0.82886,0.84667,0.86741,64.33,5.850,5.850,False,381.808,-0.018
T7,16,15,658.5,9.1,9.0,18.5,19.8,0.24,86.23,86.04,391.57,73.12,1433.26,26.18,0.50,23.95,55.52,478.597,35.2769,55.6744,3258.65,2.06477,391.313,30.0326,47.8241,16426.61,22.6544,0.81763,0.85134,0.85900,64.33,8.790,8.790,False,391.579,-0.009
T7,17,15,658.5,9.1,9.0,18.5,19.8,0.24,89.48,89.29,401.35,76.19,1413.06,26.18,0.50,23.95,53.96,454.142,33.6340,53.5007,3103.65,1.95116,375.023,29.2492,46.3772,17228.99,23.2426,0.82578,0.86963,0.86685,64.33,11.860,11.860,False,401.349,0.001
T7,18,15,658.5,9.1,9.0,18.5,19.8,0.24,92.98,92.79,411.13,79.43,1386.25,26.18,0.50,23.95,51.94,430.962,32.2005,51.4097,2931.70,1.83627,359.414,28.5600,45.0250,17995.98,23.7290,0.83398,0.88694,0.87581,64.33,15.100,15.100,False,411.127,0.003
T7,19,15,658.5,9.1,9.0,18.5,19.8,0.24,96.40,96.21,420.91,82.87,1388.21,26.18,0.50,23.95,52.08,409.139,30.9623,49.4313,2754.66,1.72543,345.813,28.0107,43.8865,18715.68,24.7136,0.84522,0.90467,0.88783,64.33,18.540,18.540,False,420.904,0.006
T7,20,15,658.5,9.1,9.0,18.5,19.8,0.24,99.71,99.52,430.69,86.54,1426.65,26.18,0.50,23.95,55.01,388.683,29.9017,47.5887,2581.04,1.62176,333.970,27.5730,42.9350,19379.47,26.3813,0.85924,0.92212,0.90221,64.33,22.210,22.210,False,430.690,0.000
T8,1,15,823.9,9.1,9.0,18.7,19.9,0.32,27.32,27.13,241.42,22.03,3671.36,26.47,0.50,19.36,252.07,893.016,90.9468,103.2677,2275.38,2.00390,864.178,84.2954,98.1525,7972.05,31.2857,0.96771,0.92687,0.95047,64.33,-42.300,42.300,False,241.430,-0.010
T8,2,15,823.9,9.1,9.0,18.7,19.9,0.32,32.69,32.50,249.32,25.46,2658.35,26.47,0.50,19.36,132.18,873.849,86.4436,99.8248,2330.82,2.01838,831.354,77.5526,92.7891,8387.34,23.4345,0.95137,0.89715,0.92952,64.33,-38.870,38.870,False,249.327,-0.007
T8,3,15,823.9,9.1,9.0,18.7,19.9,0.32,36.59,36.39,257.23,28.81,2466.60,26.47,0.50,19.36,113.81,854.204,82.1605,96.4725,2393.48,2.03840,805.692,72.7973,88.9160,8824.58,22.4998,0.94321,0.88604,0.92167,64.33,-35.520,35.520,False,257.238,-0.008
T8,4,15,823.9,9.1,9.0,18.7,19.9,0.32,39.64,39.45,265.13,32.06,2534.97,26.47,0.50,19.36,120.20,834.151,78.0967,93.2279,2463.11,2.06334,784.222,69.1180,85.8793,9283.77,23.9282,0.94014,0.88503,0.92118,64.33,-32.270,32.270,False,265.127,0.003
T8,5,15,823.9,9.1,9.0,18.7,19.9,0.32,41.64,41.45,273.03,35.22,3007.23,26.47,0.50,19.36,169.14,813.593,74.2177,90.0797,2539.73,2.09251,769.515,66.7385,83.9022,9768.99,29.3780,0.94582,0.89923,0.93142,64.33,-29.110,29.110,False,273.029,0.001
T8,6,15,823.9,9.1,9.0,18.7,19.9,0.32,44.37,44.18,280.93,38.28,3174.99,26.47,0.50,19.36,188.54,792.573,70.5190,87.0390,2623.20,2.12532,748.503,63.5196,81.2175,10281.38,32.1005,0.94440,0.90074,0.93312,64.33,-26.050,26.050,False,280.926,0.004
T8,7,15,823.9,9.1,9.0,18.7,19.9,0.32,47.21,47.02,288.84,41.25,3242.94,26.47,0.50,19.36,196.69,771.011,66.9756,84.0995,2714.46,2.16176,725.411,60.2052,78.4483,10825.31,33.9334,0.94086,0.89891,0.93280,64.33,-23.080,23.080,False,288.850,-0.010
T8,8,15,823.9,9.1,9.0,18.7,19.9,0.32,49.41,49.22,296.74,44.11,3660.07,26.47,0.50,19.36,250.53,749.056,63.6017,81.2861,2813.47,2.20138,706.612,57.6641,76.3246,11399.57,39.6238,0.94334,0.90664,0.93896,64.33,-20.220,20.220,False,296.752,-0.012
T8,9,15,823.9,9.1,9.0,18.7,19.9,0.32,52.07,51.87,304.64,46.86,3736.54,26.47,0.50,19.36,261.10,726.747,60.3909,78.6035,2919.24,2.24284,682.905,54.6434,73.7988,12005.64,41.8322,0.93967,0.90483,0.93887,64.33,-17.470,17.470,False,304.632,0.008
T8,10,15,823.9,9.1,9.0,18.7,19.9,0.32,54.70,54.50,312.54,49.52,3757.04,26.47,0.50,19.36,263.98,703.986,57.3197,76.0367,3029.18,2.28352,658.293,51.7071,71.3378,12648.92,43.4815,0.93509,0.90208,0.93820,64.33,-14.810,14.810,False,312.542,-0.002
T8,11,15,823.9,9.1,9.0,18.7,19.9,0.32,57.43,57.24,320.45,52.08,3629.66,26.47,0.50,19.36,246.39,680.978,54.4064,73.6004,3137.78,2.31949,631.663,48.7403,68.8365,13326.22,43.3979,0.92758,0.89586,0.93527,64.33,-12.250,12.250,False,320.436,0.014
T8,12,15,823.9,9.1,9.0,18.7,19.9,0.32,59.62,59.42,328.35,54.56,3849.64,26.47,0.50,19.36,277.15,657.720,51.6410,71.2823,3241.06,2.34801,609.930,46.4696,66.8966,14039.86,47.5249,0.92734,0.89986,0.93847,64.33,-9.770,9.770,False,328.347,0.003
T8,13,15,823.9,9.1,9.0,18.7,19.9,0.32,62.19,61.99,336.25,56.96,3721.35,26.47,0.50,19.36,258.99,634.424,49.0382,69.0889,3334.98,2.36712,583.985,43.9250,64.6617,14785.05,47.3996,0.92050,0.89573,0.93592,64.33,-7.370,7.370,False,336.240,0.010
T8,14,15,823.9,9.1,9.0,18.7,19.9,0.32,65.20,65.01,344.15,59.30,3283.29,26.47,0.50,19.36,201.62,611.135,46.5921,67.0023,3414.30,2.37424,553.639,41.1654,62.0997,15561.26,43.1224,0.90592,0.88353,0.92683,64.33,-5.030,5.030,False,344.140,0.010
T8,15,15,823.9,9.1,9.0,18.7,19.9,0.32,67.28,67.09,352.05,61.60,3411.55,26.47,0.50,19.36,217.67,587.929,44.3005,64.9976,3470.42,2.36534,533.231,39.4350,60.3791,16366.21,46.1889,0.90697,0.89017,0.92894,64.33,-2.730,2.730,True,352.062,-0.012
T8,16,15,823.9,9.1,9.0,18.7,19.9,0.32,69.82,69.63,359.96,63.87,3248.56,26.47,0.50,19.36,197.37,565.029,42.1745,63.0586,3495.01,2.33751,509.260,37.5268,58.3385,17191.23,45.3345,0.90130,0.88980,0.92515,64.33,-0.460,0.460,True,359.974,-0.014
T8,17,15,823.9,9.1,9.0,18.7,19.9,0.32,71.31,71.12,367.86,66.13,3749.74,26.47,0.50,19.36,262.96,542.579,40.2153,61.1683,3484.50,2.29090,495.816,36.5142,57.1790,18028.76,53.9458,0.91381,0.90797,0.93478,64.33,1.800,1.800,True,367.868,-0.008
T8,18,15,823.9,9.1,9.0,18.7,19.9,0.32,73.69,73.49,375.76,68.41,3683.08,26.47,0.50,19.36,253.69,520.622,38.4147,59.3094,3439.32,2.22765,475.521,35.0629,55.4033,18873.83,54.6475,0.91337,0.91275,0.93414,64.33,4.080,4.080,True,375.767,-0.007
T8,19,15,823.9,9.1,9.0,18.7,19.9,0.32,76.05,75.86,383.66,70.73,3650.32,26.47,0.50,19.36,249.20,499.286,36.7716,57.4795,3362.47,2.15109,456.654,33.7966,53.7257,19717.15,55.8857,0.91461,0.91909,0.93469,64.33,6.400,6.400,False,383.663,-0.003
T8,20,15,823.9,9.1,9.0,18.7,19.9,0.32,78.46,78.26,391.57,73.12,3636.45,26.47,0.50,19.36,247.31,478.597,35.2769,55.6744,3258.65,2.06477,439.027,32.6856,52.1396,20552.59,57.4784,0.91732,0.92654,0.93651,64.33,8.790,8.790,False,391.579,-0.009
T9,1,15,821.6,8.4,8.5,16.3,20.0,0.31,26.51,26.34,241.15,21.91,3674.49,23.04,0.50,16.64,290.17,893.671,91.1067,103.3883,2273.58,2.00350,868.782,85.3083,98.9433,7935.83,31.2758,0.97215,0.93636,0.95701,64.33,-42.420,42.420,False,241.157,-0.007
T9,2,15,821.6,8.4,8.5,16.3,20.0,0.31,29.57,29.40,247.94,24.87,3593.48,23.04,0.50,16.64,277.52,877.211,87.2091,100.4161,2320.69,2.01546,850.640,81.4166,95.8829,8290.51,31.4916,0.96971,0.93358,0.95486,64.33,-39.460,39.460,False,247.955,-0.015
T9,3,15,821.6,8.4,8.5,16.3,20.0,0.31,33.45,33.28,254.74,27.76,2952.81,23.04,0.50,16.64,187.40,860.467,83.4919,97.5222,2372.88,2.03150,826.344,76.5913,92.0116,8659.62,26.6449,0.96034,0.91735,0.94349,64.33,-36.570,36.570,False,254.735,0.005
T9,4,15,821.6,8.4,8.5,16.3,20.0,0.31,36.79,36.62,261.53,30.59,2701.08,23.04,0.50,16.64,156.82,843.350,79.9247,94.6946,2430.50,2.05140,804.119,72.5190,88.6873,9046.12,25.1012,0.95348,0.90734,0.93656,64.33,-33.740,33.740,False,261.531,-0.001
T9,5,15,821.6,8.4,8.5,16.3,20.0,0.31,39.34,39.17,268.32,33.35,2798.34,23.04,0.50,16.64,168.31,825.892,76.5053,91.9419,2493.28,2.07467,786.237,69.4526,86.1567,9450.43,26.7837,0.95199,0.90781,0.93708,64.33,-30.980,30.980,False,268.324,-0.004
T9,6,15,821.6,8.4,8.5,16.3,20.0,0.31,41.82,41.65,275.11,36.04,2902.97,23.04,0.50,16.64,181.13,808.073,73.2213,89.2640,2561.15,2.10086,768.013,66.5016,83.7049,9874.28,28.6186,0.95043,0.90823,0.93772,64.33,-28.290,28.290,False,275.121,-0.011
T9,7,15,821.6,8.4,8.5,16.3,20.0,0.31,44.21,44.04,281.91,38.65,3025.55,23.04,0.50,16.64,196.74,789.952,70.0752,86.6720,2633.98,2.12960,749.608,63.6839,81.3547,10317.61,30.7191,0.94893,0.90879,0.93865,64.33,-25.680,25.680,False,281.899,0.011
T9,8,15,821.6,8.4,8.5,16.3,20.0,0.31,46.80,46.63,288.70,41.19,2994.16,23.04,0.50,16.64,192.68,771.459,67.0468,84.1588,2712.51,2.16097,728.660,60.6582,78.8268,10783.63,31.3082,0.94452,0.90471,0.93664,64.33,-23.140,23.140,False,288.687,0.013
T9,9,15,821.6,8.4,8.5,16.3,20.0,0.31,48.68,48.51,295.49,43.66,3360.89,23.04,0.50,16.64,242.76,752.592,64.1302,81.7274,2797.12,2.19486,712.767,58.4813,77.0076,11274.06,36.1884,0.94708,0.91191,0.94225,64.33,-20.670,20.670,False,295.490,0.000
T9,10,15,821.6,8.4,8.5,16.3,20.0,0.31,51.06,50.89,302.28,46.05,3366.54,23.04,0.50,16.64,243.58,733.445,61.3332,79.3909,2887.09,2.23041,691.805,55.7544,74.7282,11788.20,37.3160,0.94323,0.90904,0.94127,64.33,-18.280,18.280,False,302.281,-0.001
T9,11,15,821.6,8.4,8.5,16.3,20.0,0.31,53.53,53.36,309.08,48.37,3259.57,23.04,0.50,16.64,228.35,713.971,58.6428,77.1426,2980.99,2.26611,669.086,52.9708,72.3981,12329.02,37.1834,0.93713,0.90328,0.93850,64.33,-15.960,15.960,False,309.087,-0.007
T9,12,15,821.6,8.4,8.5,16.3,20.0,0.31,55.41,55.24,315.87,50.61,3514.22,23.04,0.50,16.64,265.42,694.319,56.0733,74.9948,3075.37,2.29944,651.192,50.8952,70.6555,12893.99,41.2364,0.93789,0.90766,0.94214,64.33,-13.720,13.720,False,315.869,0.001
T9,13,15,821.6,8.4,8.5,16.3,20.0,0.31,57.92,57.75,322.66,52.79,3283.13,23.04,0.50,16.64,231.66,674.412,53.6081,72.9320,3167.72,2.32841,626.615,48.2011,68.3787,13486.91,39.6143,0.92913,0.89914,0.93757,64.33,-11.540,11.540,False,322.675,-0.015
T9,14,15,821.6,8.4,8.5,16.3,20.0,0.31,60.10,59.93,329.45,54.90,3237.14,23.04,0.50,16.64,225.22,654.464,51.2673,70.9684,3254.84,2.35129,604.798,45.9522,66.4489,14102.70,40.1402,0.92411,0.89632,0.93632,64.33,-9.430,9.430,False,329.451,-0.001
T9,15,15,821.6,8.4,8.5,16.3,20.0,0.31,61.62,61.45,336.24,56.96,3630.76,23.04,0.50,16.64,283.31,634.424,49.0382,69.0889,3334.98,2.36712,589.446,44.4461,65.1271,14743.77,46.2458,0.92910,0.90636,0.94266,64.33,-7.370,7.370,False,336.240,0.000
T9,16,15,821.6,8.4,8.5,16.3,20.0,0.31,63.80,63.63,343.04,58.98,3497.51,23.04,0.50,16.64,262.90,614.345,46.9204,67.2847,3404.52,2.37411,567.439,42.3922,63.2618,15409.25,45.7431,0.92365,0.90349,0.94021,64.33,-5.350,5.350,False,343.049,-0.009
